Neutron_Porosity,Deep_Resistivity,Medium_Resistivity,Gamma_Ray,Density,DTC
0.0824,5.0624,4.6653,10.107000000000001,2.5942,64.6245
0.0815,5.1226,4.7723,10.3076,2.5933,65.1308
0.0802,5.13,4.8197,9.6076,2.5925,65.6371
0.0784,5.3385,5.3084,9.0951,2.5961,66.0184
0.0763,5.5391,5.6159,8.4039,2.6045,66.0901
0.0742,5.4949,5.5543,7.7421,2.6142,66.1618
0.0719,5.5898,5.7284,7.7167,2.6210000000000004,66.1617
0.0691,5.7182,5.934,7.0515,2.6235,65.9336
0.0659,5.8465,6.1396,6.7742,2.6234,65.7056
0.0628,6.0105,6.524,6.1703,2.623,65.4248
0.0602,6.0491,6.5453,7.3196,2.6234,64.9215
0.0582,6.0491,6.582999999999999,7.365,2.6249,64.4183
0.0567,6.0946,6.6156,6.7692,2.6264,63.9271
0.0559,6.0362,6.5722,6.3871,2.6272,63.508
0.0557,6.1209,6.5668,5.7445,2.6271,63.0889
0.0559,6.1739999999999995,6.6128,6.97,2.6273,62.6833
0.0558,6.0982,6.5295,8.5823,2.6289999999999996,62.4061
0.0552,6.0362,6.314,9.1635,2.6319,62.1288
0.0545,6.0041,6.2316,9.8438,2.6346,61.8659
0.0545,5.9194,6.0356,10.4639,2.6351,61.8896
0.0558,5.8911,5.9422,10.3866,2.6334,61.9133
0.0579,5.9035,5.8946,10.7783,2.6314,61.9371
0.0605,5.8481,5.7992,10.7316,2.6305,62.0843
0.0634,5.7163,5.5172,10.0152,2.63,62.2316
0.0664,5.6294,5.3927,9.2944,2.628,62.3789
0.0693,5.4839,5.0725,8.1177,2.6228,62.7096
0.07200000000000001,5.4437,4.9566,8.0166,2.6162,63.0496
0.07400000000000001,5.4034,4.8407,7.8846,2.6111,63.3896
0.0748,5.7696,5.3503,8.6194,2.6094,63.4938
0.0741,5.6581,5.1948,9.177999999999999,2.6111,63.573
0.0722,5.7592,5.3603,8.7143,2.614,63.6521
0.0709,5.8603,5.5259,7.4722,2.616,63.6611
0.0713,6.2312,6.0351,6.6762,2.6165,63.6583
0.0732,6.5539,6.6705,7.1274,2.615,63.6555
0.0756,6.6701,6.9271,6.5295,2.6112,63.3843
0.0768,6.8249,7.1227,6.136,2.6067,63.0492
0.0763,6.9321,7.3096,5.6468,2.6039999999999996,62.714
0.0737,7.0393,7.4965,5.0238,2.6047,62.3249
0.0695,7.2211,7.8763,4.8459,2.6071,61.9186
0.0645,7.247000000000001,8.0795,5.2254,2.6096,61.5124
0.0595,7.2732,8.0607,5.0736,2.6121,61.0941
0.0548,7.3082,8.0307,6.6974,2.6157,60.6709
0.051,7.2995,8.0494,8.6361,2.6212,60.2477
0.0483,7.2299,7.981,9.087,2.6282,60.0111
0.0465,7.1271,7.76,8.9996,2.636,59.8692
0.0457,7.1061,7.6579,9.1662,2.6427,59.7272
0.0454,7.085,7.5557,9.6206,2.6462,59.8579
0.0452,6.9126,7.2858,8.6513,2.6459,60.1587
0.0453,6.6668,6.8236,7.9906,2.6426,60.4596
0.0465,6.4734,6.4085,7.9652,2.6382,60.9023
0.0495,6.422999999999999,6.3014,8.9161,2.6332,61.453
0.0539,6.3382,6.2021,9.3967,2.6283,62.0037
0.0582,6.2383,6.0604,9.6207,2.6246,62.5284
0.0616,6.228,6.0864,8.4921,2.6226,63.0289
0.0638,6.2009,6.0136,7.5856,2.6216,63.5294
0.0649,6.0362,5.83,8.0773,2.62,63.8231
0.0653,5.9284,5.6472,7.959,2.6173,63.8849
0.065,5.9097,5.6556,8.8044,2.6161,63.9467
0.0645,5.9159,5.6809,9.119,2.6183,63.9572
0.0639,5.985,5.9263,9.3127,2.6226,63.8977
0.0631,6.0202,5.9916,8.8756,2.6259,63.8382
0.0619,5.8542,5.7492,8.0523,2.6261,63.7625
0.0604,5.7163,5.5604,8.8223,2.6245,63.6596
0.0593,5.6929,5.5604,9.6293,2.623,63.5568
0.0587,5.7696,5.7042,9.0271,2.6228,63.4876
0.0588,5.7997,5.7638,8.8899,2.6233,63.4873
0.0595,5.8298,5.8234,8.6414,2.6237,63.486999999999995
0.0602,5.7138,5.7309,7.8162,2.6242,63.5134
0.0604,5.7222,5.7021,7.1469,2.6249,63.6084
0.06,5.6871,5.7299,7.9795,2.6248,63.7035
0.0594,5.6523,5.6577,9.4485,2.6228,63.7874
0.0596,5.5143,5.4241,10.2413,2.6194,63.8343
0.061,5.4894,5.4239,10.4352,2.6175,63.8812
0.0633,5.6523,5.7406,10.0963,2.6183,63.9571
0.0654,5.7046,5.7774,11.4047,2.6205,64.1618
0.0662,5.6697,5.6139,13.1402,2.6222,64.3664
0.0652,5.621,5.6444,12.4332,2.6238,64.5663
0.0631,5.6294,5.6472,10.8358,2.6248,64.7355
0.0609,5.4567,5.3141,9.5907,2.6251,64.9047
0.0596,5.4029,5.1045,8.8436,2.6246,65.0494
0.0596,5.3447,5.0496,9.2397,2.6239999999999997,64.938
0.061,5.2316,4.8292,8.4765,2.6237,64.8266
0.0639,5.2139999999999995,4.7897,7.7916,2.6226,64.704
0.0677,5.4784,5.316,7.5515,2.6193,64.3095
0.0715,5.5683,5.4681,7.2266,2.6134,63.915
0.07400000000000001,5.6581,5.6201,5.5760000000000005,2.6075,63.5172
0.0741,5.7518,5.7213,4.5272,2.6058,63.0499
0.0726,5.7488,5.6714,5.0622,2.6093,62.5787
0.0707,5.7876,5.7042,6.7461,2.6159,62.1074
0.0691,5.9221,5.9331,7.8,2.6217,61.9036
0.0673,6.1245,6.3012,8.3035,2.6252,61.7157
0.0648,6.1674,6.4632,7.4004,2.6266,61.5279
0.0613,6.2144,6.556,7.712999999999999,2.6268,61.5142
0.0578,6.2724,6.7305,7.7389,2.627,61.5208
0.0549,6.3034,6.7826,8.9126,2.6272,61.5274
0.0527,6.3034,6.7712,9.2352,2.6275,61.7242
0.051,6.2689,6.7599,8.8844,2.627,61.9551
0.0496,6.2827,6.7684,8.8812,2.6254,62.18600000000001
0.0492,6.2519,6.7305,8.8918,2.6246,62.407
0.0516,6.1942,6.6292,8.9182,2.6257,62.6254
0.051,6.1077,6.547999999999999,9.2115,2.6272,62.8438
0.0527,6.0816,6.4475,9.4644,2.6257,63.2481
0.055,5.9757,6.3042,9.6733,2.6205,63.7139
0.0582,5.9396,6.2337,9.4691,2.6161,64.1797
0.0617,5.9035,6.1631,9.9002,2.6164,64.5471
0.0643,5.8359,6.1631,10.4476,2.6204,64.8731
0.0653,5.7816,6.1162,10.8357,2.6245,65.199
0.0649,5.7046,6.1198,11.4989,2.6276,65.4602
0.0641,5.6697,6.084,10.5736,2.6302,65.6874
0.0636,5.567,5.9651,9.6192,2.6324,65.9147
0.0637,5.4111,5.8105,8.5426,2.6318,66.0996
0.0648,5.3395,5.7213,7.9509,2.6273,66.2572
0.0667,5.2519,5.6347,7.4182,2.6202,66.4149
0.0695,5.0986,5.4799,7.4895,2.6141,66.5734
0.0726,4.9754,5.3236,7.9384,2.6106,66.7327
0.0751,4.8843,5.2409,8.8157,2.6093,66.892
0.0767,4.7289,5.0422,9.7656,2.6092,67.0606
0.0781,4.592,4.9206,10.4624,2.6097,67.2381
0.0802,4.493,4.8423,11.2189,2.609,67.4157
0.0826,4.3427,4.596,10.6622,2.6059,67.4165
0.0845,4.2032,4.3916,8.8637,2.5995,67.2127
0.0866,4.1551,4.3169,8.6934,2.5921,67.0089
0.0901,4.1247,4.2617,8.2517,2.5859,66.7514
0.0962,4.0377,4.1314,7.575,2.5822,66.4184
0.1041,3.9129,3.9068,7.2105,2.5803,66.0855
0.1118,3.7905,3.6839999999999997,7.7318,2.5783,65.7145
0.1177,3.6624,3.4756,7.7058,2.5742,65.2782
0.1201,3.5553,3.2863,7.7,2.5676,64.8419
0.1186,3.4684,3.1627,7.9645,2.5594,64.5135
0.111,3.385,3.0001,7.3660000000000005,2.5513,64.415
0.1051,3.4129,3.0072,8.1431,2.5444,64.3165
0.1026,3.4684,3.1413,7.559,2.5398,64.2221
0.0956,3.532,3.2787,7.8075,2.5384,64.1385
0.0957,3.6977,3.6681,8.8461,2.541,64.055
0.0926,3.7964,3.7438,8.0642,2.5469999999999997,63.9988
0.0882,3.7559,3.6354,8.3641,2.5542,64.0375
0.0824,3.8068,3.7366,9.9188,2.5611,64.0763
0.0769,3.9688,3.9667,10.0815,2.5685,64.1141
0.0729,4.0455,4.128,10.1229,2.5776,64.1476
0.071,4.1483,4.3155,9.8875,2.5874,64.1812
0.0704,4.3297,4.6199,8.0407,2.5959,64.2234
0.0698,4.4468,4.8144,7.9492,2.6017,64.3251
0.0685,4.4853,4.9072,8.1125,2.6053,64.4267
0.0663,4.5921,5.0158,9.4219,2.6083,64.527
0.0646,4.6822,5.1205,9.4245,2.6114,64.6116
0.0647,4.7073,5.1241,9.4114,2.6148,64.6961
0.0671,4.7497,5.1638,9.3872,2.6171,64.7789
0.0709,4.8807,5.3227,8.4505,2.6167,64.806
0.0746,4.9754,5.4044,8.6992,2.6137,64.8331
0.0767,4.994,5.4044,7.8372,2.6094,64.8603
0.077,5.0221,5.4063,8.1981,2.6057,64.8009
0.0763,5.0481,5.3782,9.2481,2.603,64.7401
0.076,5.0362,5.2614,8.9686,2.6014,64.6792
0.0768,4.9386,5.0304,8.8692,2.6008,64.4355
0.0781,4.8978,4.9511,9.0622,2.5991,64.1792
0.0794,4.9919,5.1253,9.2552,2.5973,63.9228
0.0794,5.0552,5.1857,9.1729,2.5927,63.8248
0.0779,5.0221,5.1421,9.3467,2.5882,63.7468
0.0756,5.0505,5.1241,9.5975,2.5858,63.6688
0.0732,5.0273,5.1678,8.4984,2.5864,63.8953
0.0715,4.8709,4.8588,7.9078,2.5889,64.1799
0.0707,4.9035,4.9166,8.5524,2.5924,64.4646
0.0711,4.936,4.9744,7.9193,2.5963,64.7319
0.0729,4.9685,5.0322,8.8041,2.5995,64.9948
0.0762,4.957,4.9992,10.4166,2.6021,65.2576
0.0803,4.9114,4.9139,11.1508,2.6033,65.3069
0.084,4.8866,4.9030000000000005,11.4302,2.6031,65.2826
0.0857,4.9386,5.0026,11.8763,2.6018,65.2582
0.0845,4.9662,5.1045,11.9592,2.5996,65.171
0.0805,4.9341,5.0885,10.9505,2.5979,65.0562
0.0753,4.8365,4.8817,9.9742,2.5978,64.9414
0.0713,4.8277,4.8821,9.3392,2.5996,64.7834
0.0703,4.8365,4.8538,9.1031,2.602,64.6018
0.0721,4.7224,4.6691,8.7669,2.6036,64.4203
0.0755,4.6614,4.5543,9.3274,2.6047,64.4142
0.0782,4.6204,4.477,9.8561,2.6056,64.5252
0.0789,4.5639,4.4232,10.4786,2.6058,64.6362
0.0781,4.548,4.4246,10.4783,2.6039999999999996,64.7834
0.0771,4.6532,4.5543,10.4973,2.6003,64.9599
0.0771,4.7454,4.8,10.2919,2.5973,65.1364
0.0783,4.72,4.7998,9.8738,2.5974,65.2111
0.0798,4.7412,4.7965,9.3847,2.6011,65.1854
0.0805,4.7454,4.8605,9.8024,2.6054,65.1596
0.0805,4.754,4.8226,9.4087,2.6077,65.0782
0.0796,4.6472,4.6247,9.6632,2.6076,64.9302
0.0779,4.6204,4.6135,9.6623,2.6063,64.7822
0.0755,4.6697,4.6474,10.1722,2.605,64.6006
0.0733,4.6905,4.71,9.1664,2.6039999999999996,64.3704
0.0725,4.7179,4.7402,9.4589,2.6037,64.1401
0.0726,4.7284,4.7434,9.826,2.6047,64.0212
0.0732,4.6905,4.7116,9.0252,2.6062,64.1009
0.0738,4.6864,4.6583,8.2073,2.6073,64.1805
0.0747,4.7327,4.7005,9.3996,2.6063,64.3178
0.0755,4.7327,4.7148,8.708,2.6032,64.5825
0.0762,4.7497,4.7514,8.0439,2.5988,64.8472
0.0769,4.8168,4.8333,7.1155,2.5952,65.0655
0.0775,4.8453,4.8787,7.971,2.5947,65.1543
0.0774,4.8586,4.8837,8.4668,2.5976,65.243
0.0766,4.9341,5.0026,9.55,2.6031,65.2905
0.0748,5.001,5.092,11.0548,2.6089,65.1877
0.0726,4.9987,5.0444,12.4069,2.6125,65.0849
0.0703,5.0127,5.0831,12.1543,2.6126,64.921
0.0681,5.06,5.1080000000000005,13.9816,2.6115,64.4536
0.0657,5.0983,5.0973,13.0861,2.6112,63.9862
0.0634,5.0505,5.0444,12.4785,2.6119,63.5557
0.0616,5.0529,5.0018,11.2668,2.6131,63.3964
0.0606,5.1275,5.0584,10.77,2.6151,63.2371
0.0605,5.2015,5.1493,10.0238,2.6185,63.071999999999996
0.061,5.1865,5.1065,9.7969,2.6232,62.8308
0.0617,5.2468,5.0849,9.4495,2.6278,62.5896
0.0624,5.2903,5.1693,8.8432,2.6309,62.3511
0.0626,5.3135,5.1602,8.4037,2.6312,62.2255
0.0619,5.3552,5.1893,8.0952,2.6289999999999996,62.0998
0.0604,5.4406,5.3219,9.0894,2.6260000000000003,61.9742
0.0586,5.5783,5.4416,9.6909,2.6233,61.8023
0.0573,5.6813,5.6661,10.7078,2.6210000000000004,61.6292
0.0566,5.7936,5.7558,10.9396,2.6181,61.4561
0.0561,5.8359,5.83,10.8474,2.6144,61.3803
0.0552,5.9346,5.9172,9.5016,2.6121,61.3121
0.0538,6.0265,6.0854,8.6562,2.6132,61.2439
0.0522,6.075,6.1078,8.3415,2.617,61.2408
0.051,6.1143,6.2292,7.6974,2.6213,61.2466
0.0508,6.2656,6.4034,8.3036,2.6248,61.2524
0.0516,6.3103,6.4579,8.6716,2.6287,61.382
0.0528,6.3628,6.4816,8.5249,2.634,61.5368
0.0539,6.3804,6.4895,8.5604,2.6388,61.6915
0.0549,6.4879,6.556,9.0075,2.6397,61.8521
0.0566,6.5354,6.6941,8.238999999999999,2.6354,62.0143
0.0591,6.5465,6.6871,7.9636,2.6289999999999996,62.1765
0.062,6.5539,6.6567,8.4087,2.6247,62.3979
0.0644,6.6325,6.7927,8.814,2.6222,62.6407
0.0657,6.7006,6.8774,8.045,2.6196,62.8836
0.0657,6.7237,6.9183,8.2114,2.6159,63.0341
0.065,6.7819,6.9389,8.3538,2.6126,63.1427
0.0638,6.7779,6.93,7.3758,2.6116,63.2513
0.0625,6.7584,6.9241,8.2599,2.6139,63.2546
0.0611,6.8171,6.93,8.657,2.6179,63.1986
0.0598,6.8131,6.97,8.2949,2.6217,63.1427
0.0588,6.7701,6.9095,8.4742,2.6232,63.0159
0.057999999999999996,6.7623,6.8687,9.1567,2.6223,62.8403
0.0571,6.7857,6.8861,8.5669,2.6207,62.6647
0.0558,6.7701,6.7882,8.6044,2.6206,62.5146
0.0544,6.6815,6.729,9.7696,2.6208,62.3858
0.0536,6.7468,6.7684,10.5208,2.6189999999999998,62.257
0.0538,6.6853,6.7066,10.4076,2.6157,62.0972
0.0547,6.5212,6.4258,9.4269,2.6145,61.9057
0.055999999999999994,6.4589,6.2316,9.4687,2.6173,61.7142
0.0578,6.4661,6.2638,10.0356,2.6237,61.6495
0.0604,6.4517,6.1999,9.8961,2.6298,61.7411
0.0644,6.3874,6.1031,8.9898,2.6326,61.8327
0.0694,6.4338,6.1705,8.1981,2.6311,61.9604
0.0729,6.4661,6.2539,7.2209,2.6263,62.1424
0.0734,6.4266,6.1912,7.4514,2.6201,62.3243
0.0721,6.3452,6.051,7.9998,2.6142,62.5343
0.0694,6.3452,6.0369,7.8641,2.6101,62.7959
0.0665,6.3911,6.1394,7.3974,2.6086,63.0575
0.0649,6.4806,6.314,7.5537,2.6088,63.2527
0.0649,6.6007,6.5376,7.1466,2.6097,63.2956
0.0653,6.6097,6.6074,6.1584,2.6109,63.3384
0.0649,6.6323,6.621,7.3482,2.6121,63.3467
0.0628,6.6854,6.7347,7.2824,2.613,63.2541
0.0603,6.7701,6.8978,7.5331,2.6135,63.1615
0.059000000000000004,6.7315,6.8907,8.8452,2.6133,63.0426
0.0591,6.693,6.7826,9.5552,2.6131,62.8232
0.0602,6.7083,6.8949,9.7623,2.6138,62.6037
0.0619,6.7624,6.8935,10.9571,2.616,62.4039
0.064,6.6701,6.7066,10.5035,2.6189,62.3079
0.0663,6.6399,6.7099,9.8765,2.6204,62.2118
0.068,6.7391,6.8111,9.8651,2.6192,62.1207
0.0685,6.5675,6.6153,9.2428,2.6159,62.0689
0.0666,6.4302,6.3266,9.047,2.6125,62.0171
0.0628,6.4517,6.319,8.9989,2.6117,61.9711
0.0579,6.3733,6.2306,9.5714,2.6148,62.0104
0.0534,6.3173,6.0675,9.7524,2.6205,62.0496
0.0508,6.3208,6.0475,8.9117,2.6267,62.0881
0.0497,6.3277,6.1248,7.9421,2.6324,62.076
0.0495,6.422999999999999,6.2638,7.8138,2.6365,62.0639
0.0491,6.4124,6.2366,7.7391,2.6381,62.0519
0.0484,6.4627,6.2743,8.0694,2.6379,61.9535
0.0473,6.5062,6.375,8.5068,2.6383,61.8522
0.0463,6.4734,6.2838,10.1423,2.6408,61.7509
0.0456,6.521,6.4104,10.1953,2.6439,61.5194
0.045,6.6777,6.6128,9.3109,2.6466,61.2766
0.0447,6.7468,6.7361,8.8367,2.6499,61.0338
0.0445,6.7935,6.7571,8.8665,2.654,60.8412
0.0439,6.7546,6.6429,8.238,2.6574,60.6561
0.0431,6.7702,6.5966,7.2547,2.6585,60.4709
0.0422,6.7897,6.5669,7.4243,2.6558,60.2913
0.0418,6.7468,6.4842,7.7620000000000005,2.6516,60.113
0.0422,6.8211,6.5998,6.8789,2.6491,59.9346
0.0433,6.9287,6.707999999999999,6.8805,2.6489,59.854
0.0446,7.0103,6.7684,7.2535,2.6499,59.8016
0.0457,7.1231,6.9215,7.4391,2.6505,59.7493
0.0466,7.3311,7.1606,7.313,2.6496,59.7124
0.0479,7.571000000000001,7.5762,5.9562,2.6461,59.6812
0.0499,7.599,7.6205,6.0941,2.6419,59.6501
0.0519,7.7326,7.8097,6.8071,2.6384,59.7259
0.0532,7.9391,8.1592,7.4041,2.6354,59.8522
0.0537,7.9594,8.068999999999999,8.3002,2.6323,59.9784
0.0537,7.9957,8.128,8.1292,2.6291,60.071000000000005
0.0533,8.1763,8.3659,7.9714,2.6266,60.1439
0.052000000000000005,8.2884,8.5274,7.2359,2.6254,60.2169
0.05,8.3101,8.4743,7.8721,2.6263,60.3135
0.0474,8.3921,8.6099,8.4978,2.6299,60.4271
0.0449,8.5093,8.7594,8.5171,2.6361,60.5406
0.043,8.4699,8.585,8.9562,2.6428,60.6114
0.0416,8.4034,8.5467,8.7395,2.6484,60.6452
0.0411,8.7231,8.9028,9.2592,2.6517,60.678999999999995
0.0413,8.6871,8.9262,9.7366,2.6526,60.6139
0.0423,8.3761,8.2249,9.6364,2.6510000000000002,60.4448
0.0436,8.3817,8.0676,9.3919,2.6463,60.2756
0.0448,8.5489,8.3659,8.6218,2.6397,60.0521
0.0455,8.4103,7.9196,8.1488,2.6332,59.7593
0.0455,8.4436,8.1287,7.377000000000001,2.6287,59.4665
0.0448,8.5603,8.2091,6.6355,2.6268,59.1794
0.0436,8.2641,7.6304,6.6233,2.6278,58.9012
0.0426,8.2524,7.4469,6.3543,2.6316,58.6231
0.042,8.6176,8.0419,5.7498,2.6367,58.3964
0.0419,8.589,8.0483,6.1477,2.6412,58.268
0.0423,8.7466,8.3572,6.6379,2.645,58.1397
0.043,9.3165,9.2285,7.3837,2.647,58.035
0.0438,9.4633,9.3598,7.1347,2.6462,57.9869
0.0442,9.3695,9.0127,6.46,2.6429,57.9387
0.0438,9.7117,9.4549,6.3959,2.6398,57.9109
0.0427,10.0918,10.1708,6.0615,2.6392,57.9446
0.0414,10.0761,10.0546,5.6648,2.6417,57.9783
0.0404,10.1977,10.2259,5.584,2.6465,58.0
0.0396,10.3613,10.1327,5.2266,2.6519,57.9735
0.0387,10.0911,9.6106,5.4898,2.6562,57.946999999999996
0.0372,10.3481,10.0429,6.1585,2.6588,57.9275
0.0352,10.8457,10.6688,6.5853,2.6601,57.9475
0.0329,10.7946,10.6513,5.8622,2.6612,57.9676
0.0308,10.9496,10.7686,5.721,2.6631,57.9773
0.0294,11.3064,11.2509,5.3064,2.6639,57.8976
0.028999999999999998,11.2514,11.0251,5.34,2.6626,57.8179
0.0293,10.9854,10.255,6.7545,2.6596,57.7369
0.0301,11.2113,10.8175,6.5357,2.6571,57.6345
0.0313,11.9025,11.6811,5.9642,2.6555,57.532
0.0328,12.0139,11.9355,5.1334,2.654,57.4304
0.034,12.0857,11.9664,4.3012,2.6511,57.1871
0.0344,12.4889,12.401,4.4171,2.6472,56.9457
0.0339,12.380999999999998,12.0971,4.4834,2.6446,56.7043
0.0332,12.5767,12.645999999999999,4.7621,2.6447,56.5937
0.0329,13.0563,13.562999999999999,4.4452,2.6472,56.4886
0.0331,13.5689,14.1284,4.6169,2.6519999999999997,56.3835
0.0334,13.6194,14.1463,5.0992,2.6566,56.3823
0.0358,13.7993,14.2413,4.8754,2.6581,56.3913
0.0351,13.8253,14.3649,4.5475,2.6557,56.4003
0.037000000000000005,13.8645,14.4157,4.6155,2.6514,56.5314
0.0389,13.8253,14.1823,4.885,2.6483,56.6819
0.04,13.6831,13.9902,5.3708,2.6471,56.8324
0.0402,13.7735,14.1104,5.3171,2.6474,56.9922
0.0402,13.6959,14.1014,4.6037,2.6477,57.1541
0.0402,13.8514,14.2731,5.1005,2.6471,57.316
0.0396,13.8288,14.1112,5.8689,2.6457,57.373999999999995
0.0385,12.9858,13.0324,6.3918,2.6460000000000004,57.4006
0.0369,13.1513,12.8756,6.1534,2.6497,57.4272
0.0353,13.6329,13.804,6.0395,2.6562,57.4542
0.0341,13.8253,14.1914,6.3561,2.6618,57.4814
0.0337,13.2067,12.8906,5.2096,2.6633,57.5085
0.0342,12.3805,11.6478,5.5909,2.6606,57.5876
0.0354,12.4673,11.9914,5.577999999999999,2.6562,57.692
0.0367,12.6211,12.3278,5.3832,2.6528,57.7964
0.0377,12.2753,11.7644,5.4014,2.6514,57.8912
0.0384,12.2738,11.5554,5.8096,2.6505,57.9801
0.0391,12.4998,12.2732,5.6795,2.6484,58.068999999999996
0.0423,12.402000000000001,12.085,5.1674,2.6459,58.1243
0.0438,11.963,11.4448,5.5558,2.6443,58.1547
0.0452,11.9025,11.5883,6.0878,2.6445,58.1851
0.0465,12.4671,12.6309,6.4399,2.6445,58.205
0.0481,12.4922,12.5851,5.7818,2.6424,58.2155
0.0487,11.7241,11.6279,5.3359,2.6391,58.2259
0.0513,11.6843,11.5358,4.7782,2.636,58.2261
0.0532,11.963,11.9595,4.4048,2.6335,58.2152
0.0539,11.9833,12.2628,4.8201,2.6309,58.2044
0.0539,11.5877,11.7818,4.7431,2.628,58.2256
0.0541,10.9152,10.6678,4.8039,2.6257,58.2892
0.0547,11.0541,10.9343,5.019,2.6243,58.3527
0.055999999999999994,11.1789,11.0496,6.4302,2.6233,58.3921
0.0573,10.8799,10.6283,5.5746,2.6225,58.3927
0.057999999999999996,10.4736,9.9369,5.8587,2.6224,58.3934
0.0574,10.4326,10.0493,6.0231,2.6242,58.4093
0.0553,10.4486,10.145,5.7706,2.6285,58.4557
0.0525,10.1518,9.6999,6.6813,2.6345,58.5021
0.05,9.6976,9.2239,7.3258,2.6399,58.5418
0.0481,9.5311,8.7658,8.2616,2.6427,58.5649
0.047,9.7899,9.2115,8.0016,2.6423,58.5881
0.0461,9.552,8.9936,6.7803,2.6408,58.6224
0.045,9.2772,8.6642,6.2239,2.6401,58.692
0.044000000000000004,9.5867,9.134,5.544,2.6404,58.7616
0.0436,9.5174,8.8433,6.0789,2.6394,58.8154
0.0437,9.0663,8.353,5.7997,2.6357,58.8021
0.0442,9.3034,8.7275,5.4119,2.6301,58.7889
0.0446,9.6698,9.4498,5.2115,2.6254,58.7519
0.045,9.6842,9.5775,5.1662,2.6236,58.573
0.0458,9.3827,9.1595,5.0155,2.6253,58.394
0.0473,9.5046,9.3956,4.5792,2.6301,58.223
0.0493,9.7689,9.8778,5.4658,2.6372,58.1266
0.0516,9.8547,10.0019,6.4878,2.6439999999999997,58.0301
0.0536,9.7189,10.0256,7.1657,2.6473,57.9423
0.0552,9.74,9.898,8.2094,2.6458,58.027
0.0563,9.538,9.7079,8.5452,2.6414,58.1117
0.0568,9.5175,9.7104,8.5258,2.637,58.1964
0.0565,9.5722,9.8517,8.7308,2.6335,58.364
0.0555,9.3431,9.3868,7.4953,2.6304,58.5317
0.0541,9.0849,9.0372,6.8282,2.6287,58.6994
0.0525,8.9609,8.8981,6.6112,2.6304,58.8027
0.0505,8.7695,8.6852,7.1069,2.6358,58.9028
0.0484,8.5774,8.3724,6.3941,2.6429,59.0028
0.0465,8.5262,8.2654,5.6456,2.6484,58.9963
0.0454,8.5717,8.3223,4.973,2.6503,58.9784
0.0449,8.5375,8.4413,4.4078,2.6476,58.9604
0.0451,8.566,8.5171,4.5081,2.6419,58.8941
0.0458,8.3921,8.3738,5.0055,2.6359,58.8195
0.0473,8.4421,8.5299,5.3462,2.6319,58.745
0.0499,8.4755,8.6769,6.0224,2.6291,58.7606
0.0534,8.3432,8.6163,7.0157,2.6249,58.7976
0.0577,7.7321,7.7777,8.1314,2.6191,58.8346
0.0625,7.6937,7.7072,8.8007,2.6131,58.9739
0.0678,7.5803,7.5897,9.5109,2.6074,59.1455
0.073,7.5154,7.4089,8.9994,2.6023,59.3171
0.0768,7.4151,7.3469,7.9107,2.5979,59.5547
0.0781,7.3927,7.2627,6.246,2.5952,59.8192
0.0767,7.3703,7.1785,6.1687,2.5957,60.0837
0.0734,7.2644,7.0313,5.8444,2.5997,60.3012
0.0689,7.1186,6.7261,6.1988,2.6053,60.495
0.0636,6.8092,6.3266,6.9134,2.6098,60.6889
0.0583,6.4524,5.8957,7.5214,2.6124,60.7583
0.0538,6.5613,5.9536,8.3505,2.6143,60.75
0.0511,6.7653,6.3148,8.4699,2.6171,60.7418
0.0504,6.9693,6.676,8.4981,2.6205,60.7795
0.0512,6.8965,6.8658,9.6486,2.6231,60.8524
0.053,6.797999999999999,6.8145,10.989,2.6225,60.9253
0.0559,6.3103,6.2788,11.8707,2.6183,61.0141
0.0606,6.1012,5.9697,11.1238,2.6098,61.1176
0.0666,6.0169,5.8036,10.1052,2.5996,61.2212
0.0727,5.9471,5.8036,8.0023,2.5918,61.2894
0.0771,5.9097,5.8344,7.4057,2.5884,61.3179
0.0792,5.9316,5.8724,7.547999999999999,2.5886,61.3465
0.0786,5.9534,5.9104,8.815,2.5902,61.3581
0.0754,6.0233,6.0066,10.5351,2.593,61.3467
0.0705,6.0105,6.0675,11.3601,2.5968,61.3353
0.0652,6.0041,6.2292,11.2575,2.6003,61.361999999999995
0.0604,6.062,6.393,11.0009,2.6024,61.4523
0.0569,6.1012,6.6074,10.8006,2.6039999999999996,61.5426
0.0547,5.985,6.532,11.7007,2.6065,61.7846
0.054000000000000006,5.8116,6.2963,11.8469,2.6096,62.3381
0.0552,5.734,6.127000000000001,11.3424,2.612,62.8916
0.0583,5.6126,5.9629,11.100999999999999,2.6126,63.4087
0.0631,5.35,5.4633,10.8133,2.6107,63.8318
0.0689,5.1717,5.1948,10.2402,2.6067,64.2549
0.0753,5.0695,5.117,10.3099,2.6005,64.6543
0.0794,5.0132,5.0273,10.0468,2.5929,64.9752
0.0866,4.957,4.9375,8.7705,2.5856,65.2961
0.0923,4.7503,4.621,7.5626,2.5789999999999997,65.5455
0.0978,4.6408,4.5408,8.2445,2.5736,65.4772
0.0972,4.592,4.5739,8.8319,2.57,65.4089
0.0948,4.5164,4.4888,8.9786,2.5699,65.3655
0.092,4.4430000000000005,4.4131,8.1169,2.5738,65.4811
0.0897,4.4354,4.4858,7.654,2.5797,65.5967
0.08800000000000001,4.4239999999999995,4.5288,8.1656,2.5846,65.7076
0.0862,4.3753,4.4624,9.1385,2.5863,65.7692
0.0842,4.3202,4.4031,10.1066,2.5838,65.8308
